Id,Name,Short description,Gender,Country,Birth year,Death year,Manner of death,Age of death
Q58073,Héctor Timerman,Argentine journalist and politician (1953-2018),Male,Argentina,1953,2018,natural causes,65
Q58143,Reinaldo Gargano,Uruguayan politician (1934-2013),Male,Uruguay,1934,2013,natural causes,79
Q58284,Guido Westerwelle,"German politician (FDP), Foreign Minister of Germany (1961-2016)",Male,Germany,1961,2016,natural causes,55
Q58295,Carlos Morales Troncoso,Dominican Republic politician (1940-2014),Male,Dominican Republic,1940,2014,natural causes,74
Q58612,Yehuda Amichai,Israeli poet,Male,Germany,1924,2000,natural causes,76
Q58620,Hans Fritzsche,German official,Male,Germany,1900,1953,natural causes,53
Q58632,Hans Eysenck,British psychologist,Male,United Kingdom,1916,1997,natural causes,81
Q58641,Werner Mölders,German officer and fighter pilot during World War II,Male,Germany,1913,1941,accident,28
Q58676,Max August Zorn,German mathematician,Male,United States,1906,1993,accident,87
Q58743,Günther Rall,German general and fighter pilot during World War II,Male,Germany,1918,2009,natural causes,91
Q58758,Hanns Martin Schleyer,German and Industrialist was murdered by the RAF,Male,Germany,1915,1977,homicide,62
Q58787,José Song Sui-Wan,Chinese bishop,Male,China,1941,2012,natural causes,71
Q58791,Richard Baer,SS officer (1911-1963),Male,Germany,1911,1963,natural causes,52
Q58799,Wolfgang Borchert,"German playwright, and short story writer",Male,Germany,1921,1947,natural causes,26
Q58825,Christoph Probst,White rose-member,Male,Germany,1919,1943,capital punishment,24
Q58889,Billy Mays,American salesperson,Male,United States,1958,2009,natural causes,51
Q59204,Alberto Lattuada,Italian film director,Male,Italy,1914,2005,natural causes,91
Q59314,Gloria Grahame,American actress (1923-1981),Female,United States,1923,1981,natural causes,58
Q59327,Andrzej Sariusz-Skąpski,Polish prosecutor,Male,Poland,1937,2010,accident,73
Q59471,Adib Shishakli,Syrian politician killed in 1964,Male,Syria,1909,1964,homicide,55
Q59608,Jackie Blanchflower,Northern Irish footballer (1933-1998),Male,United Kingdom,1933,1998,natural causes,65
Q59630,Roddy Piper,Canadian professional wrestler and actor (1954-2015),Male,Canada,1954,2015,natural causes,61
Q59635,Randy Savage,American professional wrestler (1952-2011),Male,United States,1952,2011,accident; natural causes,59
Q59817,Ewald Kluge,German motorcyclist,Male,Germany,1909,1964,natural causes,55
Q59821,Robert Wise,"American film director, film producer and film editor",Male,United States,1914,2005,natural causes,91
Q59824,Kim Hunter,American actress (1922-2002),Female,United States,1922,2002,natural causes,80
Q60025,Hannah Arendt,German-American philosopher and political theorist (1906-1975),Female,United States,1906,1975,natural causes,69
Q60031,Martin Rodbell,American biochemist (1925-1998),Male,United States,1925,1998,natural causes,73
Q60039,Reinhard Heydrich,German SS and police official and main architect of the Holocaust (1904-1942),Male,Germany,1904,1942,homicide,38
Q60087,Hans Frank,"German lawyer and  politician, convicted war criminal (1900-1946)",Male,Germany,1900,1946,capital punishment,46
Q60128,Alexander Fadeyev,writer and politician (1901-1956),Male,Russia,1901,1956,suicide,55
Q60160,Conrad Schumann,East German soldier,Male,Germany,1942,1998,suicide,56
Q60206,Ariel Sharon,prime minister of Israel and Israeli general (1928-2014),Male,Israel,1928,2014,natural causes,86
Q60222,Erhard Heiden,German and 3rd Reichsführer SS of the Schutzstaffel (1901-1933),Male,Germany,1901,1933,capital punishment,32
Q60306,Anita Pallenberg,"German actress, model and Rolling Stones groupie",Female,Italy,1942,2017,natural causes,75
Q60357,Walther Wenck,Wehrmacht general,Male,Germany,1900,1982,accident,82
Q60403,Bernd Rosemeyer,German racecar driver and icon of national-socialism,Male,Germany,1909,1938,accident,29
Q60454,Günter Guillaume,Stasi officer,Male,Germany,1927,1995,natural causes,68
Q60459,Viktor Brack,SS officer (1904-1948),Male,Germany,1904,1948,capital punishment,44
Q60465,Wieland Wagner,German opera director,Male,Germany,1917,1966,natural causes,49
Q60539,Horst Buchholz,German actor (1933-2003),Male,Germany,1933,2003,natural causes,70
Q60715,Walther Hewel,German diplomat (1904-1945),Male,Germany,1904,1945,suicide,41
Q60737,"Georg Donatus, Hereditary Grand Duke of Hesse",German noble,Male,Germany,1906,1937,accident,31
Q60745,Holger Meins,German revolutionary (1941-1974),Male,Germany,1941,1974,suicide,33
Q60777,Manfred Wörner,German politician (1934-1994),Male,Germany,1934,1994,natural causes,60
Q60811,Ernst Zündel,German neo editor,Male,Germany,1939,2017,natural causes,78
Q60906,Wolfgang Windgassen,German operatic tenor,Male,Germany,1914,1974,natural causes,60
Q60940,Rudolf Diels,First Gestapo chief and protege of Gestapo founder Hermann Göring (1900-1957),Male,Germany,1900,1957,accident,57
Q60947,Werner Kohlmeyer,German footballer (1924-1974),Male,Germany,1924,1974,natural causes,50
Q60953,Lilli Palmer,actress (1914-1986),Female,Switzerland,1914,1986,natural causes,72
Q60954,Heinrich von Brentano,German politician and lawyer (1904-1964),Male,Germany,1904,1964,natural causes,60
Q61006,Helene Mayer,German fencer,Female,Germany,1910,1953,natural causes,43
Q61080,Hermann Prey,opera singer,Male,Germany,1929,1998,natural causes,69
Q61101,Siegfried Buback,former Attorney General of Germany,Male,Germany,1920,1977,homicide,57
Q61115,Wilhelm Rediess,German Waffen-SS General and Police Leader (1900-1945),Male,Germany,1900,1945,suicide,45
Q61136,Gottfried von Cramm,German tennis player,Male,Germany,1909,1976,accident,67
Q61156,Heinz-Wolfgang Schnaufer,German officer and fighter pilot during World War II,Male,Germany,1922,1950,accident,28
Q61171,Erich Neumann,German psychologist and philosopher,Male,Germany,1905,1960,natural causes,55
Q61183,Waldemar Hoven,SS officer (1903-1948),Male,Germany,1903,1948,capital punishment,45
Q61191,Otl Aicher,German graphic designer and typographer,Male,Germany,1922,1991,accident,69
Q61227,Petra Kelly,German politician and activist (1947-1992),Female,Germany,1947,1992,homicide,45
Q61235,Vladimir Kuts,long-distance runner,Male,Russia,1927,1975,suicide,48
Q61240,Hermann Graf,German officer and fighter pilot during World War II,Male,Germany,1912,1988,natural causes,76
Q61286,Edgar Barth,German racing driver,Male,Germany,1917,1965,natural causes,48
Q61305,Alfred Delp,"German Jesuit priest, and philosopher of the German Resistance",Male,Germany,1907,1945,capital punishment,38
Q61351,Frederica of Hanover,"Queen consort of Greece as the wife of King Paul; daughter of Ernest Augustus, Duke of Brunswick",Female,Germany,1917,1981,natural causes,64
Q61406,Heinrich Bär,German Luftwaffe flying ace,Male,Germany,1913,1957,accident,44
Q61408,Walter Kempowski,German writer,Male,Germany,1929,2007,natural causes,78
Q61428,Conny Plank,German record producer and musician,Male,Germany,1940,1987,natural causes,47
Q61510,Gottfried John,German actor,Male,Germany,1942,2014,natural causes,72
Q61514,Michael Seifert,Ukrainian war-criminal,Male,Germany,1924,2010,accident,86
Q61532,Peter Yorck von Wartenburg,German resistance fighter,Male,Germany,1904,1944,capital punishment,40
Q61552,Walter Gotell,actor (1924-1997),Male,Germany,1924,1997,natural causes,73
Q61561,Jürgen Ponto,German banker and chairman of the Dresdner Bank board of directors,Male,Germany,1923,1977,homicide,54
Q61597,Erika Mann,German actress and writer (1905-1969),Female,United Kingdom,1905,1969,natural causes,64
Q61608,Horst Tappert,German actor (1923-2008),Male,Germany,1923,2008,natural causes,85
Q61613,Helmuth James Graf von Moltke,German resistance fighter,Male,Germany,1907,1945,capital punishment,38
Q61627,Uwe Johnson,German writer,Male,Germany,1934,1984,natural causes,50
Q61690,Theodore Levitt,German American economist and professor at Harvard Business School,Male,Germany,1925,2006,natural causes,81
Q61706,Jan-Carl Raspe,German terrorist,Male,Germany,1944,1977,suicide,33
Q61725,Berthold Schenk Graf von Stauffenberg,German noble,Male,Germany,1905,1944,capital punishment,39
Q61861,Herbert Kappler,war-criminal,Male,Germany,1907,1978,natural causes,71
Q61881,Bernd Eichinger,German film producer and director,Male,Germany,1949,2011,natural causes,62
Q61898,Bettie Page,American pin-up model,Female,United States,1923,2008,natural causes,85
Q61933,Adolf Merckle,businessperson billionaire,Male,Germany,1934,2009,suicide,75
Q61996,Fritz Hartjenstein,SS officer,Male,Germany,1905,1954,natural causes,49
Q62065,Werner Haase,SS officer and physician,Male,Germany,1900,1950,natural causes,50
Q62067,Gerda Christian,personal secretary of Adolf Hitler,Female,Germany,1913,1997,natural causes,84
Q62094,Thomas Dörflein,German zookeeper,Male,Germany,1963,2008,natural causes,45
Q62111,Karl Ernst,German SA leader (1904-1934),Male,Germany,1904,1934,homicide,30
Q62185,Erich Ollenhauer,German politician (1901-1963),Male,Germany,1901,1963,natural causes,62
Q62202,Peter Struck,German politician (1943-2012),Male,Germany,1943,2012,natural causes,69
Q62204,Rudi Altig,German racing cyclist (1937-2016),Male,Germany,1937,2016,natural causes,79
Q62206,Egon Bahr,German politician (SPD) (1922-2015),Male,Germany,1922,2015,natural causes,93
Q62213,Hellmuth Stieff,German general and opponent to sm (1901-1944),Male,Germany,1901,1944,capital punishment,43
Q62256,Bruno Lüdke,German serial killer,Male,Germany,1908,1944,capital punishment,36
Q62257,Michel Constantin,French actor,Male,France,1924,2003,natural causes,79
Q62323,Werner Schroeter,German film director and screenwriter,Male,Germany,1945,2010,natural causes,65
Q62339,Tron,"German hacker, phreaker and computer scientist, invented a secure digital telephone with speech encryption; suicide 1998 under not entirely clarified circumstances",Male,Germany,1972,1998,suicide,26
Q62363,Bruno Gröning,German faith healer,Male,Germany,1906,1959,natural causes,53
Q62414,Rudolf Augstein,German journalist (1923-2002),Male,Germany,1923,2002,natural causes,79
Q62457,Walter Rauff,war-criminal,Male,Germany,1906,1984,natural causes,78
Q62471,Theodor Dannecker,SS officer (1913-1945),Male,Germany,1913,1945,suicide,32
Q62492,"Richard, 6th Prince of Sayn-Wittgenstein-Berleburg",German prince; husband of Princess Benedikte of Denmark,Male,Germany,1934,2017,natural causes,83
Q62496,Harald Quandt,German businessperson,Male,Germany,1921,1967,accident,46
Q62509,Wolfram Sievers,German manager of the Ahnenerbe organization,Male,Germany,1905,1948,capital punishment,43
Q62515,Gunter Sachs,"photographer, author and industrialist (1932-2011)",Male,Switzerland,1932,2011,suicide,79
Q62558,Cyd Charisse,American dancer and actress,Female,United States,1921,2008,natural causes,87
Q62616,Erich Naumann,"German SS general, SD member, Einsatzgruppe B chief and convicted war criminal",Male,Germany,1905,1951,capital punishment,46
Q62618,Anny Ondra,Czech actress,Female,Austria,1902,1987,natural causes,85
Q62662,Leo Kirch,German media entrepreneur,Male,Germany,1926,2011,natural causes,85
Q62700,Ernst Loof,German racing driver,Male,Germany,1907,1956,natural causes,49
Q62818,Jenny-Wanda Barkmann,concentration camp guard,Female,Germany,1922,1946,capital punishment,24
Q62858,Uwe Barschel,German politician (1944-1987),Male,Germany,1944,1987,suicide,43
Q62890,Gene Amdahl,American physicist,Male,United States,1922,2015,natural causes,93
Q62918,Fazlur Khan,Bangladeshi architect,Male,United States,1929,1982,natural causes,53
Q62934,Irmfried Eberl,"SS officer, first commandant of Treblinka extermination camp",Male,Austria,1910,1948,suicide,38
Q62946,Richard Thomalla,SS Officer (1903-1945),Male,Germany,1903,1945,homicide,42
Q62948,Wolfgang Güllich,German rock climber,Male,Germany,1960,1992,accident,32
Q62949,Karl Leisner,German Catholic priest and martyr,Male,Germany,1915,1945,natural causes,30
Q63037,Klaas Carel Faber,Dutch criminal-collaborator,Male,Germany,1922,2012,natural causes,90
Q63062,Götz George,German actor (1938–2016),Male,Germany,1938,2016,natural causes,78
Q63063,Manfred Korfmann,German archaeologist,Male,Turkey,1942,2005,natural causes,63
Q63071,Paul Schäfer,German criminal and founder of a sect and agricultural commune Colonia Dignidad in Chile,Male,Germany,1921,2010,natural causes,89
Q63117,Otto Rahn,SS Officer (1904-1939),Male,Germany,1904,1939,suicide,35
Q63152,Drafi Deutscher,German singer and songwriter of Sinti origin,Male,Germany,1946,2006,natural causes,60
Q63169,Leonardo Conti,"physician,  officer (1900-1945)",Male,Switzerland,1900,1945,suicide,45
Q63189,Dana Wynter,actress (1931-2011),Female,United States,1931,2011,natural causes,80
Q63195,Franz Leopold Neumann,German political activist,Male,Germany,1900,1954,accident,54
Q63220,Bruno Schleinstein,German actor and musician (1932-2010),Male,Germany,1932,2010,natural causes,78
Q63234,Hans Aumeier,German SS officer (1906-1948),Male,Germany,1906,1948,capital punishment,42
Q63306,Jorge Cuesta,Mexican chemist and writer,Male,Mexico,1903,1942,suicide,39
Q63328,Rudi Gutendorf,German football manager (1926-2019),Male,Germany,1926,2019,natural causes,93
Q63349,Adam Ledwoń,Polish footballer (1974-2008),Male,Poland,1974,2008,suicide,34
Q63441,Joachim Mrugowsky,SS officer and physician (1905-1948),Male,Germany,1905,1948,capital punishment,43
Q63443,Eugen Weidmann,"German serial killer, last person to be publicly executed in France",Male,Germany,1908,1939,capital punishment,31
Q63470,Hans von Dohnányi,"Hungarian-born German lawyer, member of the German resistance",Male,Hungary,1902,1945,capital punishment,43
Q63525,Isao Kimura,Japanese actor (1923-1981),Male,Japan,1923,1981,natural causes,58
Q63575,Prince Louis Ferdinand of Prussia (1944–1977),Prussian Royal,Male,Germany,1944,1977,accident,33
Q63586,Ilse Steppat,German actress,Female,Germany,1917,1969,natural causes,52
Q63702,Irma Grese,German concentration camp guard (1923-1945),Female,Germany,1923,1945,capital punishment,22
Q63792,Werner Haas,German motorcycle racer,Male,Germany,1927,1956,accident,29
Q63831,Hafizullah Amin,"politician, former Afghan head-of-state (1979)",Male,Afghanistan,1929,1979,homicide,50
Q63901,Franz von Werra,Recipient of the knights-cross,Male,Switzerland,1914,1941,accident,27
Q63995,Elisabeth Volkenrath,Female  concentration camp guard,Female,Germany,1919,1945,capital punishment,26
Q64076,Ulrich Wilhelm Graf Schwerin von Schwanenfeld,German resistance member (1902-1944),Male,Germany,1902,1944,capital punishment,42
Q64079,Hans-Jürgen von Blumenthal,German aristocrat and Army officer,Male,Germany,1907,1944,capital punishment,37
Q64172,Bärbel Bohley,German artist and politician (1945-2010),Female,Germany,1945,2010,natural causes,65
Q64260,Uta Hagen,German-born American actress and drama teacher,Female,United States,1919,2004,natural causes,85
Q64672,Elisabeth Becker,German concentration camp guard,Female,Germany,1923,1946,capital punishment,23
Q64686,Stéphane Franke,athletics competitor,Male,France,1964,2011,natural causes,47
Q64731,Markus Löffel,German musician,Male,Germany,1966,2006,natural causes,40
Q64859,Paul Spiegel,German politician (1937-2006),Male,Germany,1937,2006,natural causes,69
Q64867,Hans-Adolf Prützmann,German general (1901-1945),Male,Germany,1901,1945,suicide,44
Q64949,Rob Pilatus,"German singer, dancer, model",Male,Germany,1965,1998,accident,33
Q64973,Kurt Welter,German World War II pilot,Male,Germany,1916,1949,accident,33
Q65047,Jakob Sporrenberg,German general (1902-1952),Male,Germany,1902,1952,capital punishment,50
Q65048,Jaki Liebezeit,German musician,Male,Germany,1938,2017,natural causes,79
Q65123,Gudrun Ensslin,German terrorist,Female,Germany,1940,1977,suicide,37
Q65229,Daniela Samulski,German swimmer,Female,Germany,1984,2018,natural causes,34
Q65278,Dorothee Sölle,German theologian,Female,Germany,1929,2003,natural causes,74
Q65287,Lilian Harvey,"Actress, singer",Female,United Kingdom,1906,1968,natural causes,62
Q65348,Jiang Zhujun,Maoist China martyr (1920-1949),Female,China,1920,1949,capital punishment,29
Q65359,Renate Müller,German actress,Female,Germany,1906,1937,suicide,31
Q65392,Rudolf Wolters,German architect,Male,Germany,1903,1983,natural causes,80
Q65482,Jörg Berger,German football player and coach (1944-2010),Male,Germany,1944,2010,natural causes,66
Q65521,Jürgen Möllemann,German politician (1945-2003),Male,Germany,1945,2003,suicide,58
Q65533,Dana Vávrová,Czech-German actress and film director,Female,Germany,1967,2009,natural causes,42
Q65654,Graciano Rocchigiani,German boxer,Male,Germany,1963,2018,accident,55
Q65989,Wolfgang Pauli,physicist Nobel prize winner (1900-1958),Male,United States,1900,1958,natural causes,58
Q66002,Adam von Trott zu Solz,German noble and diplomat (1909-1944),Male,Germany,1909,1944,capital punishment,35
Q66019,Heidi Brühl,German singer and actress,Female,Germany,1942,1991,natural causes,49
Q66162,Thomas Szasz,Hungarian psychiatrist,Male,Hungary,1920,2012,accident,92
Q66232,Ludolf von Alvensleben,German politician (NSDAP) (1901–1970),Male,Germany,1901,1970,natural causes,69
Q66245,Oskar Fischinger,"German-American abstract animator, filmmaker, and painter (1900-1967)",Male,Germany,1900,1967,natural causes,67
Q66255,Franz Hössler,"German SS officer and Schutzhaftlagerführer in Auschwitz, Mittelbau and Bergen-Belsen concentration camps (1906-1945)",Male,Germany,1906,1945,capital punishment,39
Q66395,Rudolf Schock,German tenor,Male,Germany,1915,1986,natural causes,71
Q66402,Gustav Simon,German politician (1900-1945),Male,Germany,1900,1945,suicide,45
Q66519,Walter Sedlmayr,German actor (1926-1990),Male,Germany,1926,1990,homicide,64
Q66591,Erich Bärenfänger,German officer,Male,Germany,1915,1945,suicide,30
Q66674,Anton Schwarzkopf,German roller-coaster-designer,Male,Germany,1924,2001,natural causes,77
Q66759,Gerda Steinhoff,concentration camp personnel,Female,Germany,1922,1946,capital punishment,24
Q66769,Mady Rahl,actress,Female,Germany,1915,2009,natural causes,94
Q66784,Harro Schulze-Boysen,"German officer, commentator, and German Resistance fighter",Male,Germany,1909,1942,capital punishment,33
Q66805,Mildred Scheel,German physician,Female,Germany,1932,1985,natural causes,53
Q66816,Hans Bernd von Haeften,German jurist and resistance fighter against sm,Male,Germany,1905,1944,capital punishment,39
Q66940,Karl Koch,"German hacker and idealist, who was hired by the KGB in the 1980s to be a spy hacker; later committed suicide",Male,Germany,1965,1989,suicide,24
Q66992,Heinz Berggruen,"art dealer, author (1914-2007)",Male,United States,1914,2007,natural causes,93
Q67005,Hans Litten,German lawyer,Male,Germany,1903,1938,suicide,35
Q67009,E. O. Plauen,German cartoonist (1903-1944),Male,Germany,1903,1944,suicide,41
Q67017,Josef Priller,German World War II pilot,Male,Germany,1915,1961,natural causes,46
Q67186,Hugo Kraas,German general,Male,Germany,1911,1980,natural causes,69
Q67210,August Lösch,German economist,Male,Germany,1906,1945,natural causes,39
Q67291,Robert Müller,German ice hockey player,Male,Germany,1980,2009,natural causes,29
Q67316,Oswald Mathias Ungers,German architect,Male,Germany,1926,2007,natural causes,81
Q67368,Georg Lassen,German World War II U-boat commander,Male,Germany,1915,2012,natural causes,97
Q67464,Heinz Nixdorf,computing pioneer,Male,Germany,1925,1986,natural causes,61
Q67483,Hans Biebow,administrator of Lodz Ghetto (1902-1947) politician,Male,Germany,1902,1947,capital punishment,45
Q67498,Markus Beyer,German boxer,Male,Germany,1971,2018,natural causes,47
Q67637,Konrad Wolf,East German film director (1925–1982),Male,Germany,1925,1982,natural causes,57
Q67684,Hans-Joachim Bohlmann,German vandal,Male,Germany,1937,2009,natural causes,72
Q67786,Max Pauly,SS Sturmbannführer who was the commandant of Stutthof concentration camp,Male,Germany,1907,1946,capital punishment,39
Q67879,Heinz Lammerding,German general,Male,Germany,1905,1971,natural causes,66
Q67903,Helma Sanders-Brahms,"German film director, screenwriter, and film producer",Female,Germany,1940,2014,natural causes,74
Q67921,Peter Rühmkorf,German writer (1929-2008),Male,Germany,1929,2008,natural causes,79
Q67927,Grethe Weiser,German actress,Female,Germany,1903,1970,accident,67
Q67936,Gert Prokop,German writer,Male,Germany,1932,1994,suicide,62
Q67973,Joachim Gottschalk,German actor,Male,Germany,1904,1941,suicide,37
Q68030,Michael Karoli,German musician,Male,Germany,1948,2001,natural causes,53
Q68137,Irmtraud Morgner,German writer,Female,Germany,1933,1990,natural causes,57
Q68152,Hans Coppi,German resistance fighter killed by s,Male,Germany,1916,1942,capital punishment,26
Q68303,Walther Bierkamp,SS officer and lawyer,Male,Germany,1901,1945,suicide,44
Q68386,Heinrich Graf von Lehndorff-Steinort,German Army officer,Male,Germany,1909,1944,capital punishment,35
Q68400,Andreas Hillgruber,German historian,Male,Germany,1925,1989,natural causes,64
Q68468,Otto Sander,"German film, theater, and voice actor",Male,Germany,1941,2013,natural causes,72
Q68473,Hermann Uhde,"German operatic baritone, born 20 July 1910 in Bremen, Germany and died on stage at the Royal Danish Opera in Copenhagen on 10 October 1965",Male,Germany,1914,1965,natural causes,51
Q68486,Charlotte von Mahlsdorf,German writer,Female,Germany,1928,2002,natural causes,74
Q68516,Fritz Houtermans,physicist (1903-1966),Male,Switzerland,1903,1966,natural causes,63
Q68543,Clarence Clemons,American musician and actor (1942-2011),Male,United States,1942,2011,natural causes,69
Q68563,Ralf Waldmann,German motorcycle racer,Male,Germany,1966,2018,natural causes,52
Q68582,Ilse Werner,German actress,Female,Germany,1921,2005,natural causes,84
Q68596,Werner Heyde,SS officer and psychiatrist (1902-1964),Male,Germany,1902,1964,suicide,62
Q68615,Anna Marie Hahn,American serial killer,Female,United States,1906,1938,capital punishment,32
Q68701,Hermann Becker-Freyseng,German physician,Male,Germany,1910,1961,natural causes,51
Q68743,Hannelore Kohl,Wife of German chancellor Helmut Kohl,Female,Germany,1933,2001,suicide,68
Q68878,Alfred Herrhausen,German banker (1930-1989),Male,Germany,1930,1989,homicide,59
Q68963,Jürgen Bartsch,Serial killer,Male,Germany,1946,1976,accident,30
Q68966,Heinz Barth,German World War II SS officer and war criminal,Male,Germany,1920,2007,natural causes,87
Q68984,Wanda Klaff,concentration camp guard,Female,Poland,1922,1946,capital punishment,24
Q69006,Martin Gottfried Weiss,"German SS officer, concentration camp commandant (1905-1946)",Male,Germany,1905,1946,capital punishment,41
Q69103,Hassan II,King of Morocco from 1961 until his death in 1999,Male,Morocco,1929,1999,natural causes,70
Q69163,Herbert Kegel,German conductor,Male,Germany,1920,1990,suicide,70
Q69198,Anton Ackermann,German politician (1905-1973),Male,Germany,1905,1973,suicide,68
Q69218,Frédéric Back,Canadian animator,Male,Canada,1924,2013,natural causes,89
Q69236,Theo Lingen,"actor, film director, screenwriter",Male,Germany,1903,1978,natural causes,75
Q69251,Gert Bastian,German general (1923-1992),Male,Germany,1923,1992,suicide,69
Q69291,Volker Eckert,German serial killer,Male,Germany,1959,2007,suicide,48
Q69379,Louis Krages,German racing driver,Male,Germany,1949,2001,suicide,52
Q69382,Gustav Knuth,actor (1901-1987),Male,Germany,1901,1987,natural causes,86
Q69392,Werner Braune,SS officer (1909-1951),Male,Germany,1909,1951,capital punishment,42
Q69412,Rolf Landauer,"American-German physicist, engineer",Male,United States,1927,1999,natural causes,72
Q69430,Peter Scholl-Latour,journalist and author,Male,France,1924,2014,natural causes,90
Q69485,Martin Scherber,German composer,Male,Germany,1907,1974,accident,67
Q69646,Werner Müller,German manager and politician (1946-2019),Male,Germany,1946,2019,natural causes,73
Q69743,August Zehender,SS General,Male,Germany,1903,1945,suicide,42
Q69753,Michael Kühnen,German neo- leader (1955-1991),Male,Germany,1955,1991,natural causes,36
Q69843,Kurt Neumann,American film director,Male,United States,1908,1958,natural causes,50
Q69853,Klaus Köste,East German gymnast (1943-2012),Male,Germany,1943,2012,natural causes,69
Q69862,Carlos Thompson,Argentine actor,Male,Argentina,1923,1990,suicide,67
Q69864,Dorothea Binz,German supervisor at Ravensbrück concentration (1920-1947),Female,Germany,1920,1947,capital punishment,27
Q69881,Werner Peters,actor (1918-1971),Male,Germany,1918,1971,natural causes,53
Q69884,Eric Muhsfeldt,SS officer (1913-1948),Male,Germany,1913,1948,capital punishment,35
Q69949,Reinhard Suhren,German naval officer and U-boat commander during World War II,Male,Germany,1916,1984,natural causes,68
Q70217,Josef Bachmann,German criminal,Male,Germany,1944,1970,suicide,26
Q70251,Walter Giller,actor (1927-2011),Male,Germany,1927,2011,natural causes,84
Q70282,Evelyn Hamann,German actress,Female,Germany,1942,2007,natural causes,65
Q70300,Robert Gernhardt,German artist (1937-2006),Male,Germany,1937,2006,natural causes,69
Q70303,Chris Roberts,German Schlager singer and actor,Male,Germany,1944,2017,natural causes,73
Q70309,Charles Régnier,German actor (1914-2001),Male,Germany,1914,2001,natural causes,87
Q70370,Johann Mohr,German World War II U-boat commander,Male,Germany,1916,1943,unnatural death,27
Q70386,Chris Welp,German basketball player,Male,Germany,1964,2015,natural causes,51
Q70449,Michael Westphal,West German tennis player,Male,Germany,1965,1991,natural causes,26
Q70489,Hans Nielsen,actor,Male,Germany,1911,1965,natural causes,54
Q70632,Prince Frederick of Prussia,Prussian prince,Male,Germany,1911,1966,accident,55
Q70640,Hans Erwin von Spreti-Weilbach,German politician (1908-1934),Male,Germany,1908,1934,homicide,26
Q70707,Ludwig Fischer,SA officer (1905-1947),Male,Germany,1905,1947,capital punishment,42
Q70724,Fritz Knoechlein,SS officer,Male,Germany,1911,1949,capital punishment,38
Q70740,Greta Bösel,"German nurse, camp guard at concentration camp Ravensbrück (1908-1947)",Female,Germany,1908,1947,capital punishment,39
Q70748,Ewa Paradies,concentration torturer and camp official,Female,Germany,1920,1946,capital punishment,26
Q70760,Prince Hubertus of Prussia,German prince,Male,Germany,1909,1950,natural causes,41
Q70770,Norbert Kröcher,West German terrorist and member of J2M (1950-2016),Male,Germany,1950,2016,suicide,66
Q70873,Inge Scholl,German activist,Female,Germany,1917,1998,natural causes,81
Q70883,Gerhard Flesch,war-criminal (1909-1948),Male,Germany,1909,1948,capital punishment,39
Q70986,Li Ao,Taiwanese writer (1935-2018),Male,China,1935,2018,natural causes,83
Q71116,Heinz London,German physicist,Male,United Kingdom,1907,1970,natural causes,63
Q71127,John Havlicek,American basketball player,Male,United States,1940,2019,natural causes,79
Q71152,Hans Pietsch,German Go player,Male,Germany,1968,2003,homicide,35
Q71206,Bette Davis,"American film, television and stage actress (1908-1989)",Female,United States,1908,1989,natural causes,81
Q71226,Richard Henkes,"German Roman Catholic priest, martyr and blessed",Male,Germany,1900,1945,natural causes,45
Q71243,Clark Gable,American actor,Male,United States,1901,1960,natural causes,59
Q71275,Spencer Tracy,American actor (1900-1967),Male,United States,1900,1967,natural causes,67
Q71292,Wolf-Dietrich Wilcke,German officer and fighter pilot during World War II,Male,Germany,1913,1944,death in battle,31
Q71327,Helmut Kämpfe,"German Sturmbannführer, in the Waffen SS during World War II",Male,Germany,1909,1944,unnatural death,35
Q71371,Henning Voscherau,German politician (1941-2016),Male,Germany,1941,2016,natural causes,75
Q71381,Ingeborg Drewitz,German writer,Female,Germany,1923,1986,natural causes,63
Q71412,Norbert Grupe,German boxer and actor,Male,Germany,1940,2004,natural causes,64
Q71414,Stella Kübler,Jewish criminal-collaborator,Female,Germany,1922,1994,suicide,72
Q71443,Jakob Arjouni,German author born 1964,Male,Germany,1964,2013,natural causes,49
Q71461,Irmgard Keun,German writer,Female,Germany,1905,1982,natural causes,77
Q71474,Raimund Harmstorf,German actor,Male,Germany,1939,1998,suicide,59
Q71524,Albrecht von Hagen,German politician (1904-1944),Male,Germany,1904,1944,capital punishment,40
Q71646,Inge Meysel,German actress,Female,Germany,1910,2004,natural causes,94
Q71723,Marianne Kiefer,German actress,Female,Germany,1928,2008,natural causes,80
Q71730,Elisabeth Lupka,Female guard overseer,Female,Germany,1902,1949,capital punishment,47
Q71766,Steven Schiff,American politician (1947-1998),Male,United States,1947,1998,natural causes,51
Q71817,Hans-Ulrich von Oertzen,German noble,Male,Germany,1915,1944,suicide,29
Q71819,Elisabeth Mann Borgese,Canadian German-born expert in maritime law ecologist,Female,Canada,1918,2002,natural causes,84
Q71829,Norbert Poehlke,German police officer,Male,Germany,1951,1985,suicide,34
Q71895,Kurt Raab,German actor,Male,Germany,1941,1988,natural causes,47
Q71908,Tony Holiday,German pop singer and songwriter,Male,Germany,1951,1990,natural causes,39
Q72096,Chet Atkins,American guitarist and record producer,Male,United States,1924,2001,natural causes,77
Q72217,Karl-Eduard von Schnitzler,German politician,Male,Germany,1918,2001,natural causes,83
Q72229,Edward Dmytryk,Canadian-born American film director (1908-1999),Male,United States,1908,1999,natural causes,91
Q72250,Wau Holland,German journalist and computer activist,Male,Germany,1951,2001,natural causes,50
